index,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword,created_day,sentiment,sentiment_Hany,sentiment_Jess,sentiment_Messy
100,Wed Jan 17 00:52:00 +0000 2024,0,Mbak @sapambakita mohon izin sudah bbrp hari petugas di feeder @Transsemarang tidak bisa melayani pembayaran non tunai KARENA GAK ADA KUOTA. Apa warga perlu urunan? Kasihan petugas kadang pakai kuota pribadi.,1747421478424109382,in,,0,1,0,NaniMo6070,Transsemarang,Wed,Negative,0,0,0
101,Tue Jan 16 08:56:05 +0000 2024,1,jelek bgt halo @Transsemarang koridor f2a manaaaaaaaaaa hey https://t.co/f3KcZnWppG,1747180913941995595,in,tempat kabur,0,2,0,snowboynonoo,Transsemarang,Tue,Neutral,0,0,0
102,Mon Jan 15 16:55:51 +0000 2024,0,hallo min @Transsemarang rute lm brt semarang masih beroprasi atau tidak ya? terimakasih,1746939264955498657,in,,0,1,0,lili07055643342,Transsemarang,Mon,Neutral,1,1,1
103,Fri Jan 12 07:11:54 +0000 2024,0,Siang min @Transsemarang kalo dari terminal sukun ke unnes naik apa aja ya?,1745705141423182196,in,,0,1,0,temanbaikmu111,Transsemarang,Fri,Neutral,1,1,1
104,Thu Jan 11 13:23:57 +0000 2024,0,Ayok ready to bulacan naik @Transsemarang bisa kayaknya https://t.co/PlkU8y3eMv,1745436383244911103,in,caratland,0,1,0,chwejengyu,Transsemarang,Thu,Neutral,2,1,1
105,Tue Jan 09 02:33:39 +0000 2024,0,RT @Transsemarang #SobatTS kami informasikan arus lalin pagi ini di seputaran RS Tugu arah Mangkang mengalami kepadatan imbas adanya proyek peningkatan mutu jalan. #InfoLalinElshinta https://t.co/i4qFX7qdX2,1744547955225645510,in,"Jawa Tengah, Indonesia",0,0,0,elshinta_smg,Transsemarang,Tue,Neutral,1,1,1
106,Sat Jan 06 08:45:45 +0000 2024,0,Min info rute brt dari gayamsari ke microlibrary warak kayu @Transsemarang,1743554432774897701,in,Indonesia,0,1,0,seasaltcsb,Transsemarang,Sat,Neutral,1,1,1
107,Fri Jan 05 05:30:01 +0000 2024,0,Halo min @Transsemarang kalo dari mangkang mau ke bundaran anjasmoro transitnya dimana ya? Trimzzzz,1743142789213458865,in,she/her 24y.o,0,1,0,etherealxblue,Transsemarang,Fri,Neutral,1,1,1
108,Fri Jan 05 04:15:34 +0000 2024,0,Jum'at 5 Desember 2023 Apel Pagi karyawan/ karyawati Dinas Perhubungan Kota Semarang @mbakitasmg @timder_x @buswisata_kotasemarang @atcskotasmg @transsemarang #semaranghebat #semarangpemkot #semarang2023 #semarangsemakinhebat #walikotasemarang https://t.co/MLWa8HXvMq,1743124052267635096,in,Semarang,0,0,0,Dishubkotasmg,Transsemarang,Fri,Neutral,1,1,1
109,Fri Jan 05 02:24:01 +0000 2024,0,min info rute dari halte lombok ijo ke onomoto studio kedungmundu @Transsemarang,1743095980575318189,in,,0,1,0,eajsterphile,Transsemarang,Fri,Neutral,1,1,1
110,Thu Jan 04 16:54:19 +0000 2024,0,Halo @Transsemarang apakah ada rute stasiun poncol ke bsb?,1742952611085705493,in,across the universe,0,1,0,aqsiapaa,Transsemarang,Thu,Neutral,1,1,1
111,Wed Jan 03 14:44:28 +0000 2024,0,https://t.co/92Twh069su masukan min terutama dari koridor 7 yang banyak masalah armadanya @Transsemarang,1742557546559291591,in,,0,1,0,iam_ucop,Transsemarang,Wed,Neutral,0,0,0
112,Tue Jan 02 09:28:20 +0000 2024,0,min info rute brt dari halte agusta pandanaran ke pantai marina @Transsemarang,1742115599986356439,in,,0,1,0,eajsterphile,Transsemarang,Tue,Neutral,1,1,1
113,Mon Jan 01 16:35:43 +0000 2024,0,rute brt dari terminal sukun ke ngaliyan gimana @Transsemarang ?,1741860765479690307,in,"Kota Kediri, Indonesia",0,1,0,luqmaanmhmd,Transsemarang,Mon,Neutral,1,1,1
114,Sun Dec 31 06:16:35 +0000 2023,0,min rute dari terminal terboyo ke halte pandanaran sekitaran gramedia gimana yaa @Transsemarang,1741342569605530064,in,,0,1,0,eajsterphile,Transsemarang,Sun,Neutral,1,1,1
115,Sat Dec 30 14:16:20 +0000 2023,0,Kesehatan adalah modal utama dan tindakan Mas Ganjar mencerminkan pemahamannya akan pentingnya sektor ini. @transsemarang #GanjarMahfud2024 #GanjarMahfudM3nang #L3bihbaik https://t.co/h7qfc9y5UM,1741100913950130254,in,Bandung,0,0,0,firmansaptr,Transsemarang,Sat,Positive,1,1,1
116,Sat Dec 30 12:35:40 +0000 2023,0,min @Transsemarang rute BRT dari stasiun poncol ke unnes itu koridor apa aja ya min,1741075580668493936,in,,0,1,0,RIOPSIK,Transsemarang,Sat,Neutral,1,1,1
117,Sat Dec 30 09:21:32 +0000 2023,0,halo min @Transsemarang boleh tolong jelasin rute brt/feeder dari unnes ke ngaliyan indah? terima kasih ^^,1741026723939139812,in,,0,1,0,sereitoonin,Transsemarang,Sat,Neutral,1,1,1
118,Fri Dec 29 09:32:50 +0000 2023,0,Halo Min @Transsemarang Bagaimana rute menuju RS Panti Wilasa dari Mangkang? Thanks,1740667178394022396,in,Semarang,0,1,0,auliyaans,Transsemarang,Fri,Neutral,1,1,1
119,Thu Dec 28 10:52:32 +0000 2023,0,halo min @Transsemarang besok saya dari terboyo mau ke udinus . Mau tanya rute nya hehe,1740324848952643946,in,open  9 am - 12 pm,0,1,0,needyourst,Transsemarang,Thu,Neutral,1,1,1
120,Thu Dec 28 10:07:18 +0000 2023,0,Min boleh gak sih arah Meteseh koridor 5 armadanya ditambah? Numpuk banget di halte Simpang Lima tiap sore penuh terus datengnya lama lagi huhu @Transsemarang,1740313467360530616,in,Indonesia,0,1,0,hwamissi,Transsemarang,Thu,Negative,0,1,0
121,Wed Dec 27 15:02:50 +0000 2023,66,Tidak gini konsepnya @Transsemarang &amp; @brttransjateng Bus Trans Jateng dan Trans Semarang lawan arah dan halangi laju ambulance juga membahayakan pengendara lain. TL Citarum 27/12/2023..08.00 infokriminalsemarang https://t.co/jgIQKmzfmK,1740025452545319185,in,Indonesia,2,19,26,Jateng_Twit,Transsemarang,Wed,Negative,0,0,0
122,Wed Dec 27 04:37:51 +0000 2023,0,halo min @Transsemarang kalo saya mau ke gramedia pandanaran dari arah bawen (naik trans jateng) itu saya turun di mana dan lanjut naik koridor nomor berapa ya? terima kasih,1739868169987399695,in,,0,1,0,yangnnyeom,Transsemarang,Wed,Neutral,1,1,1
123,Sun Dec 24 04:06:01 +0000 2023,0,min @Transsemarang klo dari mangkang ke halte sini transit dlu nga?? Transit dimana?? https://t.co/u0jQfIZG7y,1738772993013363051,in,,0,3,0,thelifeof_saa,Transsemarang,Sun,Neutral,1,1,1
124,Sun Dec 24 04:00:10 +0000 2023,0,min rute dari halte lombok ijo gajahmada ke cafe ideologist gombel gimana ya @Transsemarang,1738771524025520296,in,,0,1,0,eajsterphile,Transsemarang,Sun,Neutral,1,1,1
125,Sun Dec 24 02:43:03 +0000 2023,0,meskipun masih ada kekurangan aku mau ucapin terima kasih buat @Transsemarang pertahankan terus kinerja yang sudah bagus sambil tetap berbenah,1738752114979905867,in,she/her 22,0,1,0,peacefulhikes,Transsemarang,Sun,Positive,2,2,2
126,Sat Dec 23 16:22:55 +0000 2023,0,Malam min mohon info kalau dari simpang lima ke pedurungan naik koridor 1 penggaron kan? @Transsemarang,1738596056085213644,in,,0,1,0,oci_hundred,Transsemarang,Sat,Neutral,1,1,1
127,Sat Dec 23 12:59:45 +0000 2023,0,Rute dari tembalang ke stasiun poncol gimana ya? @Transsemarang,1738544926835781774,in,,0,1,0,eitherrx,Transsemarang,Sat,Neutral,1,1,1
128,Sat Dec 23 11:49:58 +0000 2023,0,Halo @Transsemarang tgl 24 apakah armada beroperasi normal? Terima kasih,1738527362923528672,in,,0,1,0,greenygrayy,Transsemarang,Sat,Neutral,1,1,1
129,Thu Dec 21 09:33:28 +0000 2023,1,Halo @Transsemarang apakah tahun ini ada layanan malam dari Tawang ke Simpang Lima seperti tahun lalu? Terimakasih,1737768235356062054,in,Di hatimu,0,1,0,ikromzzzzzt,Transsemarang,Thu,Neutral,1,1,1
130,Wed Dec 20 03:19:40 +0000 2023,1,hi min @Transsemarang mo tanya dong rute dari indosat ke dpmall mana aja ya? thnks,1737311779368440022,in,Republic of Korea,0,1,0,Racunhunter,Transsemarang,Wed,Neutral,1,1,1
131,Tue Dec 19 04:41:09 +0000 2023,1,Seneng liat halte BRT @Transsemarang bbrp diperbaiki jadi layak buat naik turun penumpang lagi. Saran sekalian dibikin font yg bagus di haltenya ya @sapambakita sama papan bus stop BRT juga dibuat yg lebih proper. Contoh yg BRT Macau ini cakep pasti. https://t.co/d5lyZVn1tl,1736969896469385378,in,"Semarang, Jawa Tengah",0,2,0,akulahREZA,Transsemarang,Tue,Positive,2,2,2
132,Mon Dec 18 12:43:15 +0000 2023,0,Warga Jakarta melihat Ganjar sebagai representasi harapan untuk masa depan yang lebih baik di mana hak asasi manusia dijunjung tinggi. @transsemarang https://t.co/eT7BP4UyVm,1736728833855009165,in,Kupang,0,0,0,olviasbrnaa,Transsemarang,Mon,Neutral,2,2,1
133,Sun Dec 17 16:49:26 +0000 2023,0,dari halte udinus mau ke queen city mall rutenya gimana yaa? @Transsemarang,1736428400896852394,in,,0,1,0,princedimplesss,Transsemarang,Sun,Neutral,1,1,1
134,Sun Dec 17 12:53:41 +0000 2023,0,min mau tanya kalau dari poncol mau ke unnes dan sebaliknya rutenya gimana ya? @Transsemarang,1736369072336703497,in,legal!,0,2,0,fikxsi,Transsemarang,Sun,Neutral,1,1,1
135,Sun Dec 17 03:13:00 +0000 2023,0,Mohon responnya ya min @brttransjateng @perhubunganjtg @provjateng @kominfo_jtg @transsemarang #JatengGayeng,1736222937194418671,in,Indonesia,0,0,0,lilaazka,Transsemarang,Sun,Neutral,0,1,1
136,Sat Dec 16 13:25:26 +0000 2023,0,min brt unnes undip jam 5 pagi dah ada belom ya? @Transsemarang,1736014673538142330,in,do not follow!,0,1,0,unuggiez,Transsemarang,Sat,Neutral,1,1,1
137,Sat Dec 16 01:27:55 +0000 2023,0,min @Transsemarang kalo mau ke stasiun poncol dari patemon arahnya gimana yaa naik brtnya? makasii,1735834104523022650,in,exoplanet,0,2,0,sejunion,Transsemarang,Sat,Neutral,1,1,1
138,Fri Dec 15 03:25:06 +0000 2023,0,ini bis lagi masalah kah min @Transsemarang ? soalnya nunggu dari tadi cuma gerak muter muter di terminal dan akhirnya naik bis disebelahnya https://t.co/uhhy2m1jKq,1735501205827473443,in,semarang,0,1,0,ariomalv,Transsemarang,Fri,Neutral,0,0,0
139,Thu Dec 14 12:49:55 +0000 2023,0,min dari semarang ke salatiga apa bisa naik brt @Transsemarang.,1735280958545518673,in,ic : @Xokikox.,1,0,0,PET1TECORE,Transsemarang,Thu,Neutral,1,1,1
140,Wed Dec 13 19:06:34 +0000 2023,0,Melihat kartu ini mengingatkan kepada armada @Transsemarang. Mohon @Transsemarang daripada menambah armada feeder menggunakan APBD kota lebih baik bekerjasama memberdayakan armada angkot yang sudah ada untuk melengkapi armada feeder https://t.co/vBnRVq58kg,1735013360222220577,in,,0,2,0,jonathan_calvin,Transsemarang,Wed,Neutral,0,0,0
141,Mon Dec 11 03:56:39 +0000 2023,0,selamat siang min izin bertanya. Untuk rute dari wonderia ke puskesmas pandanaran naik koridor apa aja yak? terima kasih @Transsemarang,1734059595092652111,in,,0,1,0,hllwrss,Transsemarang,Mon,Neutral,1,1,1
142,Sat Dec 09 02:40:55 +0000 2023,0,Pagi kak @Transsemarang mau tanya kalo dari mijen pesantren ke oleh-oleh pandanaran rutenya gmna yaa?,1733315759928221698,in,,0,1,0,temanbaikmu111,Transsemarang,Sat,Neutral,1,1,1
143,Fri Dec 08 07:23:16 +0000 2023,0,halo @Transsemarang mau tanya kl dr terminal gunungpati mau ke java supermall rutenya gmn ya?,1733024429360496755,in,,0,1,0,meoongle,Transsemarang,Fri,Neutral,1,1,1
144,Fri Dec 08 03:26:03 +0000 2023,0,selamat pagi @Transsemarang dari stasiun semarang tawang ke terminal gunung pati rute nya bagaimana yaa? terimakasih&lt;3,1732964732989260085,in,,0,1,0,sepgudayz,Transsemarang,Fri,Neutral,1,1,1
145,Thu Dec 07 01:26:58 +0000 2023,0,Pagi min @Transsemarang kalo mau ke pusat oleh-oleh di jl pandanaran dari unnes rutenya gimana ya?,1732572374502199618,in,,0,1,0,temanbaikmu111,Transsemarang,Thu,Neutral,1,1,1
146,Tue Dec 05 06:16:41 +0000 2023,0,Min @Transsemarang mau tanya kalo mau ke daytrans srondol dari unnes rutenya gimana ya?,1731920508852007358,in,,0,1,0,temanbaikmu111,Transsemarang,Tue,Neutral,1,1,1
147,Tue Dec 05 01:37:36 +0000 2023,0,Halo @Transsemarang kalo mau ke unnes dari penggaron rutenya gimana ya?,1731850276519170493,in,,0,2,0,bahasalala,Transsemarang,Tue,Neutral,1,1,1
148,Tue Dec 05 00:46:53 +0000 2023,0,Pagi min @Transsemarang mau tanya rute brt dari rusunawa undip ke stasiun tawang gmn yaa,1731837511712796788,in,,0,1,0,maysinhere,Transsemarang,Tue,Neutral,1,1,1
149,Sun Dec 03 16:39:17 +0000 2023,0,halo @Transsemarang kalau mau ke icolor gajahmada dari unnes rutenya gimana ya min?,1731352416224956864,in,writer,0,1,0,mintchoff,Transsemarang,Sun,Neutral,1,1,1
150,Sun Dec 03 07:48:49 +0000 2023,2,Daripada kendaraan pribadi... Duit segini bisa tambah berapa unit @Transsemarang ya ? @txttransportasi @BahasBus https://t.co/ECvh14uslI,1731218920563171594,in,"Kota Surabaya, Jawa Timur",0,0,0,F4uzancox,Transsemarang,Sun,Neutral,0,0,0
151,Sun Dec 03 02:10:06 +0000 2023,0,Om admin @Transsemarang mohon info dari RS. Pantiwilasa Cipto mau ke Tlogosari harus transit dimanakah? Terima kasih,1731133680008270227,in,,0,1,0,achiles388,Transsemarang,Sun,Neutral,1,1,1
152,Sun Dec 03 00:43:30 +0000 2023,0,Min @Transsemarang kalo dari unnes ke menoreh tengah sampangan turunnya di halte mana yaa?,1731111883938386407,in,,0,2,0,temanbaikmu111,Transsemarang,Sun,Neutral,1,1,1
153,Sat Dec 02 06:36:38 +0000 2023,0,min info rute dari taman tirto agung ke halte sma 1 @Transsemarang,1730838367817126071,in,do not ss,0,1,0,kewntod,Transsemarang,Sat,Neutral,1,1,1
154,Sun Nov 05 01:57:49 +0000 2023,0,min @Transsemarang halte karangnongko A jurusan mangkang-penggaron udah bisa naik dari situ gak ya? Kemarin ada proyek gabisa naik dari situ :(,1720983728401617036,in,,0,1,0,monocreame_,Transsemarang,Sun,Neutral,1,1,1
155,Sat Nov 04 12:28:29 +0000 2023,2,Dear admin @Transsemarang rute dari Polines Tembalang ke museum Ranggawarsita untuk besok pagi pada jam CFD itu gimana ya?,1720780050117857505,in,,0,1,0,iniandiniajaa,Transsemarang,Sat,Neutral,1,1,1
156,Sat Nov 04 07:55:46 +0000 2023,0,min rute ke kota tua dari banyumanik gimana ya? @Transsemarang,1720711418713080113,in,,0,1,0,putrisjz,Transsemarang,Sat,Neutral,1,1,1
157,Sat Nov 04 01:05:11 +0000 2023,0,Min @Transsemarang mau tanya kalo dari mangkang mau ke roemani terdekat turun mana ya? Makasih,1720608093027856409,in,,0,1,0,mienraiss,Transsemarang,Sat,Neutral,1,1,1
158,Fri Nov 03 09:03:13 +0000 2023,0,kalo dari halte ivet ke lombok ijo gajahmada rute nya gmn @Transsemarang,1720366008677044650,in,,0,1,0,eajsterphile,Transsemarang,Fri,Neutral,1,1,1
159,Wed Nov 01 23:20:33 +0000 2023,0,Tolong banget ini mah @Transsemarang koridor 6 ditambah armada/balikkin ke rute semula/jarak interval tiap armada di pendekkin. Merugikan banget untuk penumpang yang mayoritas mahasiswa. Kalau kelas pagi jam 7 selalu telat.,1719856987910066272,in,Semarang,0,1,0,auliyaans,Transsemarang,Wed,Negative,0,0,0
160,Mon Oct 30 09:41:48 +0000 2023,0,Aplikasi nya lagi error ya ? @Transsemarang,1718926164348334570,in,,0,1,0,_anatera,Transsemarang,Mon,Negative,0,0,0
161,Sun Oct 29 07:38:14 +0000 2023,0,halo @Transsemarang kalau mau ke unnes dari dpd golkar rutenya gimana ya min?,1718532682358149137,in,writer,0,1,0,mintchoff,Transsemarang,Sun,Neutral,1,1,1
162,Sun Oct 29 06:18:55 +0000 2023,0,halo @Transsemarang kalau mau ke bakmie serangkai veteran dari hotel gumaya rutenya gimana ya min?,1718512717827588541,in,writer,0,1,0,mintchoff,Transsemarang,Sun,Neutral,1,1,1
163,Sat Oct 28 01:05:20 +0000 2023,1,rute brt dari unnes ke candi songo gimana yaks @Transsemarang,1718071415084310797,in,,0,2,0,catasthropics,Transsemarang,Sat,Neutral,1,1,1
164,Fri Oct 27 06:35:26 +0000 2023,0,Setuju sm omongan Kasino tp Ganjar? Jauh deh dia tuh perhatian banget sama rakyat @Transsemarang https://t.co/wTIgMIEWP3,1717792101126250671,in,Manado,0,0,0,AndiFarhannn,Transsemarang,Fri,Negative,2,1,1
165,Wed Oct 25 03:30:12 +0000 2023,0,halo @Transsemarang kalau mau ke toko merekah dari unnes rutenya gimana ya min?,1717020711112651197,in,writer,0,1,0,mintchoff,Transsemarang,Wed,Neutral,1,1,1
166,Tue Oct 24 15:03:40 +0000 2023,3,halo @Transsemarang dari terboyo ke gubug mang engking ungaran paling cepat turun di sisemut terus gojek atau ada alternatif lain ya?,1716832839713624309,in,Demak - Baturaja,0,1,0,anangkomarroni,Transsemarang,Tue,Neutral,1,1,1
167,Tue Oct 24 08:50:35 +0000 2023,1,halo @Transsemarang lapor bus Mangkang Penggaron ada 23 kan ? kok GPS cuma ada 20 yang nyala ? ini nunggu di Halte imam bonjol ngga dateng2 dah lama ‍,1716738946707886525,in,semarang,0,1,0,ariomalv,Transsemarang,Tue,Negative,1,1,1
168,Tue Oct 24 05:51:44 +0000 2023,0,halo admin selamat siang mau tanya rute dari unnes ke PGSD UNNES gmn ya min? @Transsemarang,1716693939728875597,in,random acc,0,1,0,bucinjaeminn,Transsemarang,Tue,Neutral,1,1,1
169,Tue Sep 26 14:18:45 +0000 2023,0,min rute brt unnes-terminal sukun gimana ya? @Transsemarang,1706674675504619794,in,,0,1,0,laughingfoxt,Transsemarang,Tue,Neutral,1,1,1
170,Tue Sep 26 03:35:57 +0000 2023,1,ini sudah 2 bulan lho min @Transsemarang masa ngga selesai selesai sih pembetonan jalannya dan bis bis masih pada error jadwalnya ini nunggu di Penggaron aja hampir 1 jam ‍ @hendrarprihadi @sapambakita,1706512909168427485,in,semarang,0,1,0,ariomalv,Transsemarang,Tue,Negative,0,0,0
171,Tue Sep 26 01:19:39 +0000 2023,1,min cara ke undip pleburan dr undip tembalang gmn yah @Transsemarang thx sblumnya,1706478607118598475,in,,0,1,0,egktauwT___T,Transsemarang,Tue,Neutral,1,1,1
172,Mon Sep 25 02:12:42 +0000 2023,0,mim info rute dari halte imam barjo ke halte terdekat dari smk 11 grafika banyumanik @Transsemarang,1706129569328333184,in,𓍼𝓐𝓈𝓎𝒶𓂅,0,1,0,filmorette,Transsemarang,Mon,Neutral,1,1,1
173,Sun Sep 24 00:24:44 +0000 2023,0,min kalo mau bikin kartu brt di balaikota hari ini bisa ga ya? kartu brt buat pelajar ada syarat yg harus dibawa juga ga?? oiya kira kira berapa menit min bikin kartunya? @Transsemarang @Transsemarang,1705740010342031764,in,,0,1,0,anelieor,Transsemarang,Sun,Negative,1,1,1
174,Sat Sep 23 12:01:33 +0000 2023,0,Cdm min terima kasih @Transsemarang,1705552985076687174,in,,0,0,0,sentamour,Transsemarang,Sat,Neutral,1,1,1
175,Sat Sep 23 05:03:11 +0000 2023,0,Kalo mau turun ke Thamrin City shelter terdekat di mana ya? Nanti naik ojol aja gapapa kalo berhenti di shelter terdekat @Transsemarang,1705447697908646116,in,read carrd byf. || 20+,0,1,0,scorpiuslino,Transsemarang,Sat,Neutral,1,1,1
176,Tue Sep 19 10:59:54 +0000 2023,59,Transformasi Trans Semarang dari 2009 sesuai riset @hariankompas: Jumlah bus: 20 unit → 259 unit (2022) Jumlah koridor utama: 1 koridor → 8 koridor (2022) Jumlah penumpang/hari: 2.500 → 30.900 (2019) Selamat HUT ke-14 @Transsemarang! https://t.co/9T2SmHac0V,1704087919055839498,in,Jakarta Capital Region,9,1,18,insanridho,Transsemarang,Tue,Neutral,1,2,1
177,Tue Sep 19 07:30:50 +0000 2023,0,Halo admin saya mau melakukan pengaduan. Saat membeli tiket BRT di Balaikota pada hari Selasa 19 September 2023 pukul 14.17 2 orang petugas bernama Sdri Devarasya dan Sdri Yulina melayani kami dengan tidak ramah dan tidak sopan. @Transsemarang,1704035301977715163,in,,0,1,0,hotchokoreeto,Transsemarang,Tue,Negative,0,0,0
178,Tue Sep 19 02:18:16 +0000 2023,0,jadi tadi iseng cek dari ahmad yani mau ke klipang widih ngeri jauh banget rutenya @Transsemarang kenapa ngga ada yang langsung sih ? https://t.co/2I5ROe2LiY,1703956642277335146,in,semarang,0,1,0,ariomalv,Transsemarang,Tue,Negative,0,0,0
179,Fri Sep 15 07:59:43 +0000 2023,0,Permisi min @Transsemarang @brttransjateng . Mau tanya apabila mau ke hotel Mg Setos hotel Semarang dari RSU Ungaran naiknya dari halte mana dan untuk turunnya di halte mana yaa? Terima kasih.,1702593021379035565,in,Purwodadi,0,1,0,wndksmaa,Transsemarang,Fri,Neutral,1,1,1
180,Thu Sep 14 08:28:53 +0000 2023,0,halo min @Transsemarang mau tanya. boleh jelasin rute st. tawang - unnes dan pemberangkatan terakhirnya jam berapa ya? terima kasih :D,1702237973088190486,in,,0,1,0,sereitoonin,Transsemarang,Thu,Neutral,1,1,1
181,Sun Sep 10 05:00:58 +0000 2023,0,Om admin @Transsemarang mohon informasi kalau hari minggu tarif anak KIA apakah harus tunai (4000)?,1700736099449229546,in,,0,1,0,achiles388,Transsemarang,Sun,Neutral,1,1,1
182,Thu Aug 24 08:36:46 +0000 2023,0,Min @Transsemarang kalau dari halte RSI mau ke perpusda Jateng naik bus koridor apa aja min? Min,1694629811430559756,in,negeri entah brantah,0,1,0,misroppadit,Transsemarang,Thu,Neutral,1,1,1
183,Tue Aug 22 03:07:26 +0000 2023,0,min kalo mau ke cangkiran dari stasiun poncol rutenya gimana yaa makasihh @Transsemarang,1693822154742370490,in,,0,1,0,parkjimingurl,Transsemarang,Tue,Neutral,1,1,1
184,Mon Aug 21 08:10:27 +0000 2023,0,Min @Transsemarang kalo koridor johar-sampangan itu bisa ke arah halte halte elizabeth ga ya? Kalo bisa transit dimana aja? Semisal transit gitu bayar lagi ga? Terima kasih,1693536026919358935,in,,0,1,0,peachyspoem,Transsemarang,Mon,Neutral,1,1,1
185,Mon Aug 21 08:07:04 +0000 2023,0,min dari halte imam bardjo bisa langsung ke tanah putih? @Transsemarang,1693535175492374753,in,do not ss,0,2,0,kewntod,Transsemarang,Mon,Neutral,1,1,1
186,Sun Aug 20 06:43:57 +0000 2023,0,min info rute rusunawa undip sampe halte tanah putih @Transsemarang,1693151867281543473,in,do not ss,0,1,0,kewntod,Transsemarang,Sun,Neutral,1,1,1
187,Sun Aug 20 01:49:58 +0000 2023,0,min cara naik brt dari jalan talang bengkok patemon mau ke jalan ngesrep tim sumurboto ( batik benang ratu) caranya gimana yaa @Transsemarang,1693077885714903044,in,exoplanet,0,1,0,sejunion,Transsemarang,Sun,Neutral,1,1,1
188,Thu Aug 17 14:15:53 +0000 2023,0,min kalo transit dari trans jateng bawen mau ke poltekkes pedurungan naiknya koridor berapa ya? tetep 7 kah? @Transsemarang,1692178439011516802,in,campur rant acc,0,1,0,pacarfourth,Transsemarang,Thu,Neutral,1,1,1
189,Wed Aug 16 04:47:43 +0000 2023,0,Halo min @Transsemarang Mau nanya apakah Terminal Penggaron termasuk halte transit atau bukan? Rencananya saya mau naik feeder ke Penggaron dan dilanjutkan ke BRT Penggaron-Mangkang. Terima kasih,1691673066819260501,in,"Semarang, Jawa Tengah",0,1,0,hazelnutaddict,Transsemarang,Wed,Neutral,1,1,1
190,Tue Aug 15 17:47:54 +0000 2023,0,Halo min @Transsemarang kalau mau naik dari sekaran unnes/cempakasari tujuan ke Pollux Paragon/balaikota caranya gmn ya? Rutenyaa,1691507019931684865,in,,0,3,0,unprettyboy7,Transsemarang,Tue,Neutral,1,1,1
191,Mon Aug 14 11:02:03 +0000 2023,0,Min @Transsemarang bis koridor 3b masih ada berapa ya jam segini ?,1691042493494853632,in,"Jawa Tengah, Indonesia",0,1,0,yourfavshawl,Transsemarang,Mon,Neutral,1,1,1
192,Mon Aug 14 09:59:08 +0000 2023,0,halo min @Transsemarang mau tanya kalau untuk rute dr Stasiun semarang Tawang mau ke pasar Karangjati ada dan oper di koridor berapa aja ya?,1691026662648131584,in,,0,1,1,jjnolly,Transsemarang,Mon,Neutral,1,1,1
193,Mon Aug 14 00:34:28 +0000 2023,0,Dan terjadi lagi @Transsemarang Senin buru2 udah jam 07.30 ga dapet BRT Eh koridor 3 malah numpuk disitu semua,1690884556973649920,in,,0,1,0,hwanniyaa,Transsemarang,Mon,Negative,0,0,0
194,Sun Aug 13 10:11:46 +0000 2023,0,hai min @Transsemarang minta rute brt dari stasiun poncol ke undip dong sama naiknya dari brt yg depan apa sebrang stasiun ya min? makasii,1690667453653876736,in,she/her,0,2,0,17CHIILL,Transsemarang,Sun,Neutral,1,1,1
195,Sun Aug 13 06:17:04 +0000 2023,0,min stop pertama brt di halte tanah putih jam berapa ya. sekalian sama rute dari halte tanah putih ke gedung vokasi undip tembalang pp @Transsemarang,1690608388244389888,in,𓍼𝓐𝓈𝓎𝒶𓂅,0,1,0,filmorette,Transsemarang,Sun,Neutral,1,1,1
196,Sat Aug 12 14:44:51 +0000 2023,0,Etmin mau nanyaa dungs @Transsemarang kalo dari undip ke Java Mall itu pake rutenyaa pake yang manaa yaa?,1690373787194478592,in,,0,2,0,oshsthetic,Transsemarang,Sat,Negative,1,1,1
197,Sat Aug 12 04:38:45 +0000 2023,0,Dari halte kesatrian kalo mau ke halte sd pedalangan gimana ya min @Transsemarang,1690221260276662272,in,"Jawa Tengah, Indonesia",0,1,0,yourfavshawl,Transsemarang,Sat,Neutral,1,1,1
198,Sat Aug 12 03:44:17 +0000 2023,0,Halo min @Transsemarang Info BRT dari poncol mau ke akpol dong. Makasih.,1690207553433767936,in,,0,1,0,lavernaaaaa,Transsemarang,Sat,Neutral,1,1,1
199,Tue Jul 18 12:40:22 +0000 2023,0,hai min @Transsemarang mau tanya kalo mau ke upgris gajah dari bringin setelah naik feeder trs pindah ke brt nnti transit dan turun dmn yah?,1681282765118128128,in,Republic of Korea,0,1,0,Racunhunter,Transsemarang,Tue,Neutral,1,1,1
200,Tue Jul 18 01:43:14 +0000 2023,0,Hi min @Transsemarang kalo naik brt arah cangkiran mau ke superindo ngaliyan halte terdekatnya dimana ya? Tia,1681117392397803520,in,she/her 24y.o,0,1,0,etherealxblue,Transsemarang,Tue,Neutral,1,1,1
201,Sun Jul 16 06:40:13 +0000 2023,0,min kalo lokasi awal di jalan ki mangunsarkoro trs mau naik brt/halte di ahmad yani terus tujuannya mau turun di brt damri/mpu tantular gimana ya rute naiknyaaa? thank youu @Transsemarang,1680467355720380416,in,she/her,0,1,0,dsyrouges,Transsemarang,Sun,Positive,1,1,1
202,Sat Jul 15 23:15:18 +0000 2023,0,min @Transsemarang kalo dari kedungmundu mau ke cfd turunnya dimana ya?,1680355389337141248,in,,0,1,0,onejseoul,Transsemarang,Sat,Neutral,1,1,1
