,Unnamed: 0,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword,created_day
98,98,Thu Jun 20 01:21:05 +0000 2024,1,Adakah yg merasa kehilangan earbuds di bus 6Q berangkat jam 7.40an. Atau krl rawa buaya duri jam 6.50an atau duri sudirman jam 7.10an ? Kamis 19 Jun 2024 @CommuterLine @PT_Transjakarta https://t.co/hdunrxKi0g,1803598915259998476,in,,0,0,0,dreamyexoxo,Transjakarta,Thu
99,99,Thu Jun 20 01:03:47 +0000 2024,0,Halo @PT_Transjakarta 7C skrg jadi ke Cawang sentral bukan ke BKN ya? Malah jadi lama antrian masuk haltenya sampai 10 menit hanya untuk antri sampai halte. Mohon dievaluasi lagi agar semakin cepat bukan malah jadi semakin lama. Terima kasih,1803594564403601722,in,"Depok, Indonesia.",0,2,0,astritria,Transjakarta,Thu
100,100,Thu Jun 20 01:03:04 +0000 2024,0,Min @PT_Transjakarta tolong petugas di halte Senayan lebih tegas crowd control-nya. Tadi naik 9A jam 7.45an udah full penumpang dalem udah minta stop masukin orang tapi petugas masih masukin sampe banyak yang kegencet,1803594382534459646,in,Rollin,0,1,0,adinafayza,Transjakarta,Thu
101,101,Thu Jun 20 01:02:10 +0000 2024,0,Min @PT_Transjakarta ini 4 sama 4D lewat stasiun Manggarai ada apa ya,1803594156352348496,in,"Tangerang, Banten",0,1,0,faizalaziz_id,Transjakarta,Thu
102,102,Thu Jun 20 00:54:42 +0000 2024,1,Min ada tabeakan bus tj ya di halte gbk jadi muter dulu buat berhenti di gbk @PT_Transjakarta,1803592275311951964,in,"Kota Bandung, Jawa Barat",0,1,0,KataIvan1,Transjakarta,Thu
103,103,Thu Jun 20 00:36:13 +0000 2024,0,Pagi min @PT_Transjakarta utk tj yg jalur ke bsd apa saja ? Makasih,1803587626416357585,in,,0,1,0,rikitrongwag,Transjakarta,Thu
104,104,Thu Jun 20 00:35:15 +0000 2024,0,halte cawang sentral kenapa skrg antriannya lama dan panjang bgt ya..? sebelum2nya ga gini. jujur rugi waktu krn aku udah berangkat sepagi mungkin malah terhambat di satu halte ini bisa 15 menitan lebih?? ada apa ya dari kemarin @PT_Transjakarta,1803587381599281614,in,,0,1,0,kuromizuper,Transjakarta,Thu
105,105,Thu Jun 20 00:20:21 +0000 2024,0,I always feeling not safe if a man ada di daerah area perempuan di tj ((especially ini tj rangkaian 3 pintu)) helppp ugh mereka ngambil lahan area perempuan ;-; @PT_Transjakarta,1803583632780718337,in,Saturn,0,2,0,ilusmoonlight,Transjakarta,Thu
106,106,Thu Jun 20 00:19:50 +0000 2024,0,halte gbk ngapa jadi senayan bang dki dah @PT_Transjakarta,1803583504082681939,in,,0,0,0,aryaseblak,Transjakarta,Thu
107,107,Wed Jun 19 23:59:39 +0000 2024,0,bang @PT_Transjakarta klo naek 4c dari bunsen bole bawa sepeda gak si?,1803578422339527008,in,333,0,0,0,j94got7,Transjakarta,Wed
108,108,Wed Jun 19 23:58:10 +0000 2024,1,JAK 56 NIAT OPERASIONAL GA SIH? 20 MENIT NUNGGU GA LEWAT² SEKALINYA LEWAT MALAY GA BERHENTI DI PALANG BUS STOP @PT_Transjakarta,1803578050233376968,in,JaePil Nation's 🐥🐰,0,2,0,tikahapr_,Transjakarta,Wed
109,109,Wed Jun 19 23:56:29 +0000 2024,0,ni 7b skrg klo pagi lama amat? sekalinya ada udh penuh trus suruh nunggu bus selanjutnya ga dateng2 jg @PT_Transjakarta yg bner la atur jumlah armada,1803577624033370468,in,'O1 愛,0,1,0,yutaverse07,Transjakarta,Wed
110,110,Wed Jun 19 23:28:56 +0000 2024,0,T11 @PT_Transjakarta harus improve lagi deh yang bener aja sekarang tiap nunggu dari Petamburan ataupun Tangerang bisa setengah jam lebih loh gak make sense !!!???,1803570693986230313,in,,0,1,0,sadderdazling,Transjakarta,Wed
111,111,Wed Jun 19 12:21:58 +0000 2024,0,Min mo nanya emg koridor 4 ada perubahan rute kah? @PT_Transjakarta,1803402843262689508,in,,0,3,0,ojodaboninaaa,Transjakarta,Wed
112,112,Wed Jun 19 12:01:22 +0000 2024,0,Petugas mana? Nunggu dr halte GBK. Jurusan rame kok bis 10h satu pintu @PT_Transjakarta https://t.co/BLB69xvBzY,1803397660298416429,in,,0,1,0,ignatiusferry,Transjakarta,Wed
113,113,Wed Jun 19 11:19:27 +0000 2024,0,min s22 hari ini beroperasi sampai jam berapa? @PT_Transjakarta,1803387112697303231,in,,0,1,0,oshenski,Transjakarta,Wed
114,114,Wed Jun 19 11:14:37 +0000 2024,0,INI JAK 59 PADA KEMANA WEY 30 MENIT GA LEWAT² POSISI DEPAN MKG @PT_Transjakarta,1803385897238536399,in,JaePil Nation's 🐥🐰,0,0,0,tikahapr_,Transjakarta,Wed
115,115,Wed Jun 19 10:55:34 +0000 2024,0,Halo min mau tanya kalo dari lebak bulus mau ke dinas lingkungan hidup Jakarta Selatan bisa naik rute apa ya? Thank uu @PT_Transjakarta,1803381103207784772,in,« she/her » 04즈,0,1,0,jangkurihao,Transjakarta,Wed
116,116,Wed Jun 19 10:45:43 +0000 2024,0,mau nanya kalo kita keterusan turun sampe halte akhir harus keluar tap out dulu ya? @PT_Transjakarta,1803378624025993632,in,,0,1,0,kurnianto_81229,Transjakarta,Wed
117,117,Wed Jun 19 10:40:33 +0000 2024,0,Min @PT_Transjakarta harus banget 2 nih jeruknya https://t.co/ppMXZ8mIoh,1803377323904778648,in,,0,0,0,AngelaScupsie,Transjakarta,Wed
118,118,Wed Jun 19 10:23:47 +0000 2024,0,min dari halte kali grogol ke purbet pake rute apa ya? @PT_Transjakarta,1803373104418464080,in,selective,0,2,0,cellosbaby,Transjakarta,Wed
119,119,Wed Jun 19 09:51:42 +0000 2024,0,Sedih banget ga bisa naik ojol disuruh jalan kaki dr stasiun otw bikin tenda di monas atau min @PT_Transjakarta ini jadi tanggal 23 apakah bisa beroperasi lebih pagi gtu jam 2 atau jam 3 pagi yang kearah venue jakarta international marathon?? Please banget https://t.co/Fdw9QGjifn,1803365027560464588,in,Indonesia,0,0,0,spencerrade,Transjakarta,Wed
120,120,Wed Jun 19 09:49:47 +0000 2024,0,Min @PT_Transjakarta bis hinonya pecah ban di pasming bikin macet ampe pondok indah yaallah gws dah https://t.co/YIKjFa4TIR,1803364547610481079,in,,1,2,0,dustyrosepjy,Transjakarta,Wed
121,121,Wed Jun 19 08:50:27 +0000 2024,0,Halo @PT_Transjakarta apakah koridor 9 (Pinang Ranti-Pluit) beroperasi 24 jam?,1803349616051605596,in,,0,2,0,itsmecicyy,Transjakarta,Wed
122,122,Wed Jun 19 07:54:53 +0000 2024,0,.@PT_Transjakarta kalau dr st pasar minggu ke jl wijaya 1 bisa naik nomor berapa ya?,1803335633332740353,in,,0,2,0,mintyejun,Transjakarta,Wed
123,123,Wed Jun 19 07:52:52 +0000 2024,0,Halo @PT_Transjakarta saldo saya kepotong terus menurus. Gimana laporannya nih,1803335124513333724,in,"ÜT: -6.300707,106.817227",0,1,0,anbarfitrianif,Transjakarta,Wed
124,124,Wed Jun 19 07:52:43 +0000 2024,0,hallo @PT_Transjakarta mau tanya untuk rute dari sumur bor mau ke SMPN 229 Jakarta Barat kebon jeruk lewat mana yaa? terima kasih,1803335087502795240,in,free palestine 🇵🇸,0,3,0,herwinners,Transjakarta,Wed
125,125,Wed Jun 19 07:49:24 +0000 2024,0,halo min rute dari halte manggarai klo mau ke arah lippo mall karawaci gimana ya makasihhh @PT_Transjakarta,1803334250143637624,in,kepo,0,3,0,qwertyracker,Transjakarta,Wed
126,126,Wed Jun 19 06:53:51 +0000 2024,0,Udh lari minta tunggu bus nya dikit lg sampe eh krn petugas halte ga bantu sama sekali jadi kelewat mana lg sakit. Pdhl biasa petugas halte tj di benhil 3 pd helpful bantu blg-in klo ada org lari ngejar bus. Tp makin kesini pada makin males ya petugasnya. @PT_Transjakarta,1803320272717853019,in,,0,1,0,deredere124,Transjakarta,Wed
127,127,Wed Jun 19 06:46:46 +0000 2024,0,Min @PT_Transjakarta lsg 220010 jak 86 arah term rawamangun pintunya rusak tidak bisa dibuka dari dalam. Tolong diperbaiki jam 13.46,1803318489496822179,in,,0,1,0,hijackboyzz,Transjakarta,Wed
128,128,Wed Jun 19 06:38:58 +0000 2024,0,Naik tj dari halte karet ke prj gimana minnn @PT_Transjakarta,1803316525941793244,in,Apobangpo💜,0,4,0,taetaelandszZ,Transjakarta,Wed
129,129,Wed Jun 19 06:23:33 +0000 2024,0,Terksdang Bus Stop tidak terlihat karena terhalang kendaraan yang parkir di depannya. Contoh ini Bus Stop di daerah sarinah... mesti ditertibkan dong @PT_Transjakarta @jaklingkojkt @DKIJakarta https://t.co/sqGRc3ilnN,1803312646046765488,in,Jakarta,0,1,0,ddnanul,Transjakarta,Wed
130,130,Wed Jun 19 06:19:40 +0000 2024,0,Halo @PT_Transjakarta rute dari stasiun gambir ke tegalan gimana ya min? Makasih,1803311670418083983,in,,0,4,0,himewaaa,Transjakarta,Wed
131,131,Wed Jun 19 05:42:42 +0000 2024,0,Ka kalau mau ke penjaringan dari bundaran hi gmn ya..makasi @PT_Transjakarta,1803302368005722462,in,,0,8,0,NaNa31854,Transjakarta,Wed
132,132,Wed Jun 19 04:34:55 +0000 2024,0,kok 10H arah tj priok di halte gbk dr tadi udah lama bgt gak datang2 ya? @PT_Transjakarta,1803285306415960133,in,Klaten - South Jakarta,0,3,0,getuggoreng,Transjakarta,Wed
133,133,Wed Jun 19 03:56:45 +0000 2024,1,min @PT_Transjakarta dari halte manggarai mau ke ciputat rute nya gimana yaa?,1803275705024913835,in,21 | she/her,0,5,0,seongw0nie,Transjakarta,Wed
134,134,Wed Jun 19 03:26:08 +0000 2024,0,halo min rute tercepat dari arah halte roxy ke UNJ apa saja ya min? @PT_Transjakarta,1803267998511407498,in,,0,3,0,avobdly,Transjakarta,Wed
135,135,Wed Jun 19 03:04:25 +0000 2024,0,min kalo halte busway terdekat dari Parkir Selatan GBK apa ya? @PT_Transjakarta,1803262531173261791,in,anywhere but near you,0,2,0,greysvnflower,Transjakarta,Wed
136,136,Wed Jun 19 02:48:51 +0000 2024,0,udah mah bete sm halte cikoko pas masuk bis ac nya bocor.. 9C arah bunsen MYS-17023 (kursi sisi kanan bis) @PT_Transjakarta https://t.co/1q17uOg8ao,1803258615673004517,in,,0,1,0,bosenanjirlah,Transjakarta,Wed
137,137,Wed Jun 19 02:42:22 +0000 2024,0,Selamat pagi @PT_Transjakarta mohon info apakah bus GR1 beroperasi hari ini? Sudah lama menunggu di halte Karet - Le Meridien belum lewat,1803256982788587671,in,,0,1,0,kzsplt,Transjakarta,Wed
138,138,Wed Jun 19 02:25:13 +0000 2024,0,SEJAM BANGET NIH NUNGGUIN 7B ARAH KP RAMBUTAN??? SAYA MAH GAPAPA KASIAN ANAK KECIL DAN LANSIA HALTE NON BRT GAADA TEMPAT DUDUK?!?! @PT_Transjakarta https://t.co/uWNlRinnCb,1803252668959432868,in,,0,1,0,thereoflirt,Transjakarta,Wed
139,139,Wed Jun 19 02:23:23 +0000 2024,0,kasih tau driver jaklingko lo yang plat mobilnya B 2506 VT. kalau ada penumpang yang mau turun suruh berhentiin dulu mobilnya jangan main jalan aja! gue hampir jatuh tadi anjing @PT_Transjakarta,1803252205379805517,in,she/her,0,0,0,stravwbrry,Transjakarta,Wed
140,140,Wed Jun 19 02:00:10 +0000 2024,0,mungkin lift ini hanya untuk pajangan (hiasan) krn udh berbulan2 ga berfungsi... tangga sempit kasian lansia dan jd lamaa akses turun ke halte krn nunggu lansia turun.. gutjob tije (halte cikoko arah barat) @PT_Transjakarta https://t.co/B4DRfEWXpX,1803246364043911640,in,,0,1,0,bosenanjirlah,Transjakarta,Wed
141,141,Wed Jun 19 01:44:10 +0000 2024,0,Hai Admin @PT_Transjakarta Bagian dalam bus sepertinya mau lepas takutnya menimpa penumpang. Kode bus MYS-17035. Terima kasih. https://t.co/JPefzJ6g2r,1803242336719348024,in,Jakarta,0,1,0,Cakraa24,Transjakarta,Wed
142,142,Wed Jun 19 01:40:44 +0000 2024,0,Halo min @PT_Transjakarta mohon info utk rute busway dari dukuh atas ke PIK Avenue terima kasih min,1803241472227185043,in,,0,2,0,Unknown324649,Transjakarta,Wed
143,143,Wed Jun 19 01:22:16 +0000 2024,0,min rute 2A hari sabtu &amp; minggu mulai beroperasi jam berapa ya? @PT_Transjakarta,1803236827853365457,in,Indonesia,0,1,0,dhin_sum,Transjakarta,Wed
144,144,Wed Jun 19 01:19:17 +0000 2024,0,Ini sudah keberapa kalinha saldo terpotong di tap in dan tap out baru kali ini saya komplain karena jadi KEBIASAAN! TOLONG YA NIH @PT_Transjakarta @MediaKonsumenID @YLKI_ID https://t.co/lIEfsFR6Ls,1803236076359917791,in,"Pademangan Barat, Indonesia",0,1,0,LuthfiiSeptian,Transjakarta,Wed
145,145,Wed Jun 19 01:16:47 +0000 2024,0,Pagi min @PT_Transjakarta ada JakLingko yang lewat jalan Pekayon kelurahan pejaten kecamatan pasar Minggu gak ya?,1803235447189151761,in,"Bogor, Jawa Barat",0,1,0,KangMaman204,Transjakarta,Wed
146,146,Wed Jun 19 00:23:49 +0000 2024,0,Heran ya @PT_Transjakarta masih aja begini. Diupdate kek itu gerbang tap nya biar gak ada bug begini terus. Kan kesel jadinya kepotong 2 kali https://t.co/Htv5AkqNqi,1803222114574672264,in,"Jakarta, Indonesia",0,2,0,Rian_s74,Transjakarta,Wed
147,147,Tue Jun 18 23:45:40 +0000 2024,0,Wooh td liat @PT_Transjakarta 4D di FO matraman nyeser belok kiri via matraman raya. Akankah koridor 4 juga sama ? Dugaan lewat depan PSKD lanjut via dpn Stasiun Manggarai persis trus ke rute semula Menghindari tambak dan TL Proklamasi Cc : @26Ceicei @BisKota_,1803212517696741629,in,Bintaro - Tangerang Selatan,0,0,0,Widhi_Waskito,Transjakarta,Tue
148,148,Tue Jun 18 23:41:37 +0000 2024,0,jujur tarif integrasi sangat menguntungkan bagi aku yang kemanamana naik transum. tapi kenapa ya banyak mesin yg buat aktifin tarif integrasi di beberapa halte tj malah ditutupin plastik pas nanya pramusapa katanya rusak. tolong min maintenance nya ditingkatkan @PT_Transjakarta,1803211494609527048,in,,0,0,0,daljinsu,Transjakarta,Tue
149,149,Tue Jun 18 23:28:32 +0000 2024,0,Bus 2A dimana min? Di rawa buaya udah membeludak @PT_Transjakarta,1803208204006072790,in,"Jakarta Utara, DKI Jakarta",0,1,0,kertasminyak__,Transjakarta,Tue
150,150,Tue Jun 18 23:22:29 +0000 2024,0,Sebagian besar penumpang @PT_Transjakarta di pagi hari akan tidur selama perjalanan. Nasib jadi pekerja berangkat pagi pulang malam. Kurang tidur!,1803206680739717401,in,Indonesia,0,0,0,Marco_Rizal,Transjakarta,Tue
151,151,Tue Jun 18 22:55:53 +0000 2024,1,Pagi @PT_Transjakarta mau info hari ini bus 05:40 rute B11 telat 10menit tolong diperbaiki jam operasionalnya. biasanya gapernah setelat ini. Tau sendiri B11 transitnya di BNN bawah butuh waktu buat naikturun tangga-nya telat 10menit ngaruh bgt ke estimasi perjalanan. makasih,1803199985489519071,in,,0,1,0,orcamakandimsum,Transjakarta,Tue
152,152,Tue Jun 18 15:17:34 +0000 2024,0,Min rute ke taman mini dari halte adam malik bagaimana ya? @PT_Transjakarta,1803084649004249171,in,,0,5,0,kdokj4,Transjakarta,Tue
153,153,Tue Jun 18 14:47:03 +0000 2024,0,rute 6v kearah gbk udh abis ya? ga sampe jam 10 @PT_Transjakarta,1803076968188953008,in,,0,1,0,kurnianto_81229,Transjakarta,Tue
154,154,Tue Jun 18 14:36:22 +0000 2024,0,Min @PT_Transjakarta lowdeck naik/turun tetap dri pintu depan ya? Soalnya tadi naik T12 pintu depan aja yg dibuka padahal saya udah siap di pintu belakang pas mau pindah ke depan karena pintu belakang ga dibuka pramudi langsung nutup pintu. Dibuka lagi tapi respon pramudi-,1803074278298181821,in,,0,1,0,umbara61111524,Transjakarta,Tue
155,155,Tue Jun 18 13:40:46 +0000 2024,0,rute dari csw ke perkantoran grogol permai berhenti di halte apa ya? @PT_Transjakarta,1803060288167821399,in,selective,0,2,0,cellosbaby,Transjakarta,Tue
156,156,Tue Jun 18 12:44:17 +0000 2024,0,minnn @PT_Transjakarta tj S11 arah jelambar udh 40 menitan ditunggu kenapaa ga dtg2??? ,1803046075307270190,in,,0,2,0,eh_matchacii,Transjakarta,Tue
157,157,Tue Jun 18 12:23:35 +0000 2024,0,Posisi 1Q arah Rempoa skrg ada dimana ya? Jalur 3 Blok M dah 15 menit gaada 1Q nih @PT_Transjakarta,1803040863783665865,in,,0,2,0,diandranovela,Transjakarta,Tue
158,158,Tue Jun 18 12:17:49 +0000 2024,0,Min info busway KE PRJ DARI PGC JAMBERAPA YA? @PT_Transjakarta,1803039411850129862,in,,0,2,0,flower80069,Transjakarta,Tue
159,159,Tue Jun 18 11:58:11 +0000 2024,0,Yuk bisa yuk @PT_Transjakarta @dishub,1803034471694000274,in,"Jakarta Selatan, DKI Jakarta",0,1,2,asimetri_id,Transjakarta,Tue
160,160,Tue Jun 18 11:56:38 +0000 2024,0,mau tanya min @PT_Transjakarta knp rute 10H skrg sampe bunsen doang?,1803034082470920407,in,,0,3,0,dontfightthewin,Transjakarta,Tue
161,161,Tue Jun 18 11:55:11 +0000 2024,0,min @PT_Transjakarta yang bener aja tije T12 udah 1 jam nunggu di halte tomang mandala 2 ga dtg2,1803033718552199665,in,,0,2,0,astaenoomy,Transjakarta,Tue
162,162,Tue Jun 18 11:25:37 +0000 2024,0,SAF 080 nih min @PT_Transjakarta ada coret2an gini di belakang coba saya bantuin lap pake tisue basah ga bisa ilang. tlg di cek ya Rute 3F Kalideres - Senayan Bank DKI https://t.co/Gh86bDTldD,1803026278200779150,in,,0,3,0,RiyoXHA,Transjakarta,Tue
163,163,Tue Jun 18 11:19:13 +0000 2024,0,Min kalo dari cibubur junction ke kalideres naik koridor apa aja ya? @PT_Transjakarta,1803024665457410347,in,,0,3,0,VidyaAyuningt11,Transjakarta,Tue
164,164,Tue Jun 18 11:19:08 +0000 2024,0,hallo min kalo mau ke Jl. Ahmad Dahlan No.22A Kramat Pela Kec. Kby. Baru Kota Jakarta Selatan dari Pinang ranti naik busway rute apa aja ya min? terimakasih sebelumnya @PT_Transjakarta,1803024645983260823,in,Indonesia,0,3,0,aarrr27,Transjakarta,Tue
165,165,Tue Jun 18 11:04:56 +0000 2024,1,Kalau dari halte csw ke SMAI Al Azhar kebayoran baru ada rute buswaynya? @PT_Transjakarta,1803021070372675615,in,,0,3,0,nonchalanxt,Transjakarta,Tue
166,166,Tue Jun 18 10:43:52 +0000 2024,1,bisa gasi kalo sore gini transjakarta jurusan 3F dibanyakin jgn sampe numpuk bgt??? @PT_Transjakarta,1803015768722100672,in,interstellar,0,2,0,toofuckeduppp,Transjakarta,Tue
167,167,Tue Jun 18 01:51:11 +0000 2024,1,Rute sepanjang ini tapi busnya cuma 2 ‍ @PT_Transjakarta https://t.co/Sb2JSWVwBU,1802881713741443183,in,,0,0,1,daveorl,Transjakarta,Tue
168,168,Tue Jun 18 01:47:56 +0000 2024,1,Mohon info nomor bus yang melewati halte kwitang. Terima kasih @PT_Transjakarta,1802880895579545989,in,,0,3,0,tihaaw,Transjakarta,Tue
169,169,Tue Jun 18 01:01:22 +0000 2024,0,Min @PT_Transjakarta selama Jakarta Internasional Maraton ada info rute yg berubah ga?,1802869178132725829,in,"DKI Jakarta, Indonesia",0,1,0,humanside12,Transjakarta,Tue
170,170,Tue Jun 18 00:35:08 +0000 2024,0,Dari halte pal putih ke GI naik tj rutenya gimana ya min? @PT_Transjakarta,1802862574649880727,in,,0,3,0,uriminhyunie,Transjakarta,Tue
171,171,Tue Jun 18 00:30:41 +0000 2024,0,sumpah ya s21 lama bgt gue nunggu udh 10 menitan ini @PT_Transjakarta,1802861457299972374,in,di wano,0,1,0,1896user,Transjakarta,Tue
172,172,Tue Jun 18 00:07:36 +0000 2024,0,Min @PT_Transjakarta rute dari st. Senen ke Ciputat dong,1802855646359912918,in,⁷,0,3,0,njhluv21,Transjakarta,Tue
173,173,Mon Jun 17 23:57:13 +0000 2024,0,Pagi ini jeda keberangkatan armadanya kejauhan min tolong evaluasi ya @PT_Transjakarta Thank you.,1802853036534227187,in,Jakarta,0,1,0,ratnaat,Transjakarta,Mon
174,174,Mon Jun 17 23:33:19 +0000 2024,0,Posisi s11 dmn min @PT_Transjakarta ? Ud nunggu 30 menit di bus stop jelambar nih.. maaciw,1802847019087941776,in,"Jakarta Barat, DKI Jakarta",0,2,0,nessitumorang77,Transjakarta,Mon
175,175,Mon Jun 17 23:16:37 +0000 2024,0,Dari dulu permasalahannya masih aja sama kurangnya armada udh tau penumpang T11 rame bgt nungguin 1 jam di palem semi. Yg ngatur armada nya siapa sih di rute yg sepi bisa berkali2 lipat padahal gk ada yg naik @PT_Transjakarta,1802842817771065771,in,Indonesia,0,2,0,Beyoglu_Cikolat,Transjakarta,Mon
176,176,Mon Jun 17 23:09:00 +0000 2024,0,Pagi min @PT_Transjakarta mau tanya utk bis koridor 8 dr kebayroan ke arah halte damai beroperasi ngga ya?,1802840900407898275,in,Indoneㅅia,0,1,0,allehs_,Transjakarta,Mon
177,177,Mon Jun 17 22:36:34 +0000 2024,0,Min s11 kok jadi lama sih biasanya cepet dah @PT_Transjakarta,1802832737231057246,in,Bikini Bottom,0,2,0,bananacoklad,Transjakarta,Mon
178,178,Mon Jun 17 22:18:32 +0000 2024,0,min kok udah isi form tapi gabisa ke refund @PT_Transjakarta https://t.co/40f2G50HtS,1802828199640158291,in,athar♡,0,1,0,dawfns,Transjakarta,Mon
179,179,Mon Jun 17 17:16:20 +0000 2024,0,Malam Min @PT_Transjakarta info rute bus stop terdekat ke pisang goreng madu bu nanik dong yg di tanjung duren dr halte jorr dongg ,1802752150432551383,in,,0,3,0,jajaxa3,Transjakarta,Mon
180,180,Mon Jun 17 16:08:53 +0000 2024,2,Semenjak 7C berubah ke Cawang Sentral sekarang nunggu bus 7C udah ga lama karena setelah menurunkan penumpang di Cawang Sentral langsung bisa naik ke pintu penaikan sebelahnya. Ga membuang waktu buat puter balik lagi yeay! Makasih @PT_Transjakarta *gambar hanya pemanis https://t.co/pGd2Tsfrrt,1802735173102080112,in,"Bogor, Indonesia",0,1,0,dnprxx,Transjakarta,Mon
181,181,Mon Jun 17 15:40:47 +0000 2024,0,kalau mau ke gandaria city naik tj dr puribeta rutenya gimana ya @PT_Transjakarta,1802728103544037420,in,she/her,0,2,0,outerphasee,Transjakarta,Mon
182,182,Mon Jun 17 15:09:58 +0000 2024,0,makin ga paham sama sistem potong saldo di transjakarta pas tap in atau tap out. dan ngaruh atau ngga kalo kita tap in di halte brt dan tap out di bus non brt. setelah gue perhatiin beberapa kali saldo gue kepotong tap in dan tap out. ini gimana maksudnya min @PT_Transjakarta https://t.co/udhYqi4jPR,1802720347617447939,in,,0,0,0,me__aka__,Transjakarta,Mon
183,183,Mon Jun 17 15:05:04 +0000 2024,0,Help lama bgt nunggu bus 1 tujuan blok m di monas @PT_Transjakarta,1802719116564045847,in,Jakarta,0,1,0,sourismoi_,Transjakarta,Mon
184,184,Mon Jun 17 13:24:14 +0000 2024,0,Min @PT_Transjakarta walaupun CFD bus 1 tetap beroperasi ya? Aku ada ujian hari Minggu mau ke LRT Dukuh Atas tujuan untuk LRT Halim,1802693737866489868,in,"DKI Jakarta, Indonesia",0,1,0,jaaaaaarrrr,Transjakarta,Mon
185,185,Mon Jun 17 13:18:07 +0000 2024,0,min dari puribeta ke manggarai naik apa min @PT_Transjakarta,1802692197760024855,in,"Tangerang, Indonesia",0,2,0,kontenindomie,Transjakarta,Mon
186,186,Mon Jun 17 13:08:07 +0000 2024,0,nyiptain applikasi tp gabisa nampung org tuh buat apa ya?? @PT_Transjakarta,1802689683031269726,in,,0,0,0,apaajadehcape6,Transjakarta,Mon
187,187,Mon Jun 17 13:00:29 +0000 2024,0,halo min @PT_Transjakarta bus D11 dari buperta ke arah depok ada tiap berapa menit sekali ya?,1802687761151127993,in,,0,1,0,2ndsidenandita,Transjakarta,Mon
188,188,Mon Jun 17 12:14:58 +0000 2024,0,iyaa bener sama kalau mau nanya apa-apa @KAI121 @PT_Transjakarta lebih fast response,1802676309421863109,in,Indonesia,0,0,0,octaraisa,Transjakarta,Mon
189,189,Mon Jun 17 11:39:28 +0000 2024,0,min kalo mau ke unj naik tj enaknya turun di stasiun mana terus naik tj apa @PT_Transjakarta,1802667373389848997,in,,0,2,0,lv_ellly,Transjakarta,Mon
190,190,Mon Jun 17 11:03:33 +0000 2024,0,Selamat malam @PT_Transjakarta apa besok jam operational transjakarta sudah kembali normal? Terimakasih,1802658333834486142,in,Leeknow's heart,0,1,0,Suspiciousslee,Transjakarta,Mon
191,191,Mon Jun 17 11:01:07 +0000 2024,1,miiiiin @PT_Transjakarta dari pondok labu ke kalibata rutenya apa ajaa?? terimakasih mimin baik hati &lt;3,1802657724062191726,in,seventin.,0,2,0,ssickandtireed,Transjakarta,Mon
192,192,Mon Jun 17 10:15:16 +0000 2024,0,Min @PT_Transjakarta saran untuk rute 9H lebih baik rute nya di extend dari terminal pasar minggu lurus ke Jl siaga raya lalu ke warung jati lewat halte buncit indah dan masuk ke jl raya ragunan lewat sma 28. Sepertinya cukup membantu dibanding lewat unas yg seringan bawa angin,1802646182688387531,in,south korea,0,1,0,akupacarjenjen,Transjakarta,Mon
193,193,Mon Jun 17 10:07:46 +0000 2024,0,hilih udh nunggu sekitar 20menitan di tempat yg jelas2 ada BUS STOP tapi supir tj nya malah ga berhenti aneh. malah berhenti di dpn alfamart yg jelas2 gada bus stop nya bikin ksl aja @PT_Transjakarta gimana si supirnya ga bener https://t.co/vKuo6qpQDz,1802644298179158422,in,"DKI Jakarta, Indonesia",0,1,0,sweettho17,Transjakarta,Mon
194,194,Mon Jun 17 10:02:59 +0000 2024,0,Min @PT_Transjakarta kalo mau ke prj dari blok m naik yg rute no berapa aja ya?,1802643092870488463,in,,0,6,0,Supri50_,Transjakarta,Mon
195,195,Mon Jun 17 09:40:04 +0000 2024,0,pgc cibubur gmn @PT_Transjakarta,1802637326344187982,in,🐾,0,3,0,ilandcandly,Transjakarta,Mon
196,196,Mon Jun 17 09:03:37 +0000 2024,0,Halo min @PT_Transjakarta mau nanya dong rute tj dari tanah kusir-cawang uki itu pake AC73 kampung rambutan benar kah?,1802628151480316259,in,,0,1,0,hiibernasi,Transjakarta,Mon
197,197,Mon Jun 17 08:47:24 +0000 2024,0,Bank DKI di Senayan ini sebelah mana ya @PT_Transjakarta ? Kelurahan Selong ? Palmerah? BenHil?,1802624072523944154,in,,0,1,0,otwduls,Transjakarta,Mon
198,198,Mon Jun 17 08:27:21 +0000 2024,0,rute tj dari halte cipulir ke gedung kemendikbud senayan gimana ya @PT_Transjakarta,1802619027455688991,in,lookismtwt ,0,2,0,hqiori,Transjakarta,Mon
199,199,Mon Jun 17 08:26:44 +0000 2024,1,min @PT_Transjakarta paymentnya bisa pake KMT krl ga ya,1802618871494660377,in,,0,1,0,narista_,Transjakarta,Mon
200,200,Mon Jun 17 07:53:46 +0000 2024,0,min bus rute 13b halte pancoran barat jam operasioanlnya sampe jam berapa ya min? @PT_Transjakarta,1802610573840142668,in,fast order? pls click link👇🏻,0,1,0,inisalyana,Transjakarta,Mon
201,201,Mon Jun 17 07:41:57 +0000 2024,0,min bus rute 13 dan rute 9 itu jam operasionalnya 24 jam ngga yaa? @PT_Transjakarta,1802607600938475837,in,,0,1,0,inipunyayasi,Transjakarta,Mon
